Unnamed: 0,UPRN,Address,raw_Construction_type,Processed_Construction_Type,Other_Attributes,BRE_mapping_matches,BRE_Class,Latitude,Longitude
4671,,26 AVIEMORE COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '42002632'}",Wimpey No-Fines,ISC,54.5332075,-1.5100564
4672,,1 BADMINTON CLOSE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '48000109'}",Wimpey No-Fines,ISC,54.5341305,-1.5141875
4673,,2 BADMINTON CLOSE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '48000214'}",Wimpey No-Fines,ISC,54.5341305,-1.5141875
4674,,3 BADMINTON CLOSE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '48000311'}",Wimpey No-Fines,ISC,54.5341305,-1.5141875
4675,,4 BADMINTON CLOSE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '48000400'}",Wimpey No-Fines,ISC,54.5341305,-1.5141875
4676,,5 BADMINTON CLOSE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '48000515'}",Wimpey No-Fines,ISC,54.5341305,-1.5141875
4677,,6 BADMINTON CLOSE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '48000612'}",Wimpey No-Fines,ISC,54.5341305,-1.5141875
4678,,3 BISLEY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '76000329'}",Wimpey No-Fines,ISC,54.5338749,-1.5106264
4679,,4 BISLEY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '76000442'}",Wimpey No-Fines,ISC,54.5338749,-1.5106264
4680,,5 BISLEY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '76000515'}",Wimpey No-Fines,ISC,54.5338749,-1.5106264
4681,,6 BISLEY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '76000662'}",Wimpey No-Fines,ISC,54.5338749,-1.5106264
4682,,7 BISLEY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '76000743'}",Wimpey No-Fines,ISC,54.5338749,-1.5106264
4683,,8 BISLEY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '76000832'}",Wimpey No-Fines,ISC,54.5338749,-1.5106264
4684,,9 BISLEY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '76000913'}",Wimpey No-Fines,ISC,54.5338749,-1.5106264
4685,,10 BISLEY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '76001008'}",Wimpey No-Fines,ISC,54.5338749,-1.5106264
4686,,11 BISLEY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '76001171'}",Wimpey No-Fines,ISC,54.5338749,-1.5106264
4687,,1 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Ground Floor', 'Property User Code': '92000127'}",Wimpey No-Fines,ISC,,
4688,,2 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Ground Floor', 'Property User Code': '92000240'}",Wimpey No-Fines,ISC,,
4689,,3 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '92000321'}",Wimpey No-Fines,ISC,,
4690,,4 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '92000428'}",Wimpey No-Fines,ISC,,
4691,,5 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Second Floor', 'Property User Code': '92000509'}",Wimpey No-Fines,ISC,,
4692,,6 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Second Floor', 'Property User Code': '92000672'}",Wimpey No-Fines,ISC,,
4693,,7 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Ground Floor', 'Property User Code': '92000745'}",Wimpey No-Fines,ISC,,
4694,,8 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Ground Floor', 'Property User Code': '92000834'}",Wimpey No-Fines,ISC,,
4695,,9 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '92000923'}",Wimpey No-Fines,ISC,,
4696,,10 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '92001026'}",Wimpey No-Fines,ISC,,
4697,,11 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Second Floor', 'Property User Code': '92001149'}",Wimpey No-Fines,ISC,,
4698,,12 BRAMALL HOUSE BRAMALL LANE,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Second Floor', 'Property User Code': '92001212'}",Wimpey No-Fines,ISC,,
4699,,1 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94000123'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4700,,6 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94000602'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4701,,8 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94000806'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4702,,10 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94001014'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4703,,12 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94001200'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4704,,14 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94001412'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4705,,16 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94001608'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4706,,18 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94001810'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4707,,20 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94002002'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4708,,22 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94002222'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4709,,51 BRAMALL LANE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '94005107'}",Wimpey No-Fines,ISC,54.5335112,-1.5145839
4710,,1 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, End Terrace', 'Property User Code': '130000104'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4711,,2 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '130000219'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4712,,3 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '130000308'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4713,,4 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '130000439'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4714,,6 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '130000609'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4715,,7 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '130000714'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4716,,8 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '130000837'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4717,,9 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '130000976'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4718,,10 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '130001029'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4719,,11 CHEPSTOW COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '130001150'}",Wimpey No-Fines,ISC,54.5337698,-1.5117296
4720,,FLAT 1 DEEPDALE HOUSE 60 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Ground Floor', 'Property User Code': '178000122'}",Wimpey No-Fines,ISC,,
4721,,FLAT 2 DEEPDALE HOUSE 60 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Ground Floor', 'Property User Code': '178000229'}",Wimpey No-Fines,ISC,,
4722,,FLAT 3 DEEPDALE HOUSE 60 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '178000334'}",Wimpey No-Fines,ISC,,
4723,,FLAT 4 DEEPDALE HOUSE 60 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '178000407'}",Wimpey No-Fines,ISC,,
4724,,FLAT 5 DEEPDALE HOUSE 60 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Second Floor', 'Property User Code': '178000512'}",Wimpey No-Fines,ISC,,
4725,,FLAT 6 DEEPDALE HOUSE 60 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Second Floor', 'Property User Code': '178000627'}",Wimpey No-Fines,ISC,,
4726,,FLAT 7 DEEPDALE HOUSE 62 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Ground Floor', 'Property User Code': '178000716'}",Wimpey No-Fines,ISC,,
4727,,FLAT 8 DEEPDALE HOUSE 62 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Ground Floor', 'Property User Code': '178000813'}",Wimpey No-Fines,ISC,,
4728,,FLAT 9 DEEPDALE HOUSE 62 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '178000936'}",Wimpey No-Fines,ISC,,
4729,,FLAT 10 DEEPDALE HOUSE 62 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, First Floor', 'Property User Code': '178001005'}",Wimpey No-Fines,ISC,,
4730,,FLAT 11 DEEPDALE HOUSE 62 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Second Floor', 'Property User Code': '178001102'}",Wimpey No-Fines,ISC,,
4731,,FLAT 12 DEEPDALE HOUSE 62 DEEPDALE WAY,wimpey no fines,wimpey no fines,"{'House Type': 'One Bedroom flat, Second Floor', 'Property User Code': '178001241'}",Wimpey No-Fines,ISC,,
4732,,19 DEEPDALE WAY DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '180001906'}",Wimpey No-Fines,ISC,54.5332018,-1.5130843
4733,,25 DEEPDALE WAY DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '180002520'}",Wimpey No-Fines,ISC,54.5332018,-1.5130843
4734,,27 DEEPDALE WAY DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '180002716'}",Wimpey No-Fines,ISC,54.5332018,-1.5130843
4735,,33 DEEPDALE WAY DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '180003306'}",Wimpey No-Fines,ISC,54.5332018,-1.5130843
4736,,38 DEEPDALE WAY DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '180003835'}",Wimpey No-Fines,ISC,54.5332018,-1.5130843
4737,,39 DEEPDALE WAY DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '180003908'}",Wimpey No-Fines,ISC,54.5332018,-1.5130843
4738,,42 DEEPDALE WAY DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '180004239'}",Wimpey No-Fines,ISC,54.5332018,-1.5130843
4739,,44 DEEPDALE WAY DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '180004417'}",Wimpey No-Fines,ISC,54.5332018,-1.5130843
4740,,46 DEEPDALE WAY DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '180004603'}",Wimpey No-Fines,ISC,54.5332018,-1.5130843
4741,,3 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'Two Bedroom Flat, First Floor', 'Property User Code': '336000332'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4742,,4 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'Two Bedroom Flat, First Floor', 'Property User Code': '336000421'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4743,,7 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'Two Bedroom Flat, First Floor', 'Property User Code': '336000706'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4744,,8 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '336000837'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4745,,9 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '336000900'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4746,,10 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '336001003'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4747,,11 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '336001100'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4748,,12 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '336001215'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4749,,13 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '336001312'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4750,,14 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '336001401'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4751,,15 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '336001516'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4752,,16 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '336001621'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4753,,17 HICKSTEAD COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '336001728'}",Wimpey No-Fines,ISC,54.5343104,-1.5128066
4754,,3 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '374000334'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4755,,4 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '374000415'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4756,,5 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '374000554'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4757,,6 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '374000643'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4758,,7 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '374000724'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4759,,8 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '374000839'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4760,,9 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '374000978'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4761,,10 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '374001021'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4762,,12 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '374001233'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4763,,13 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'Two Bedroom Flat, First Floor', 'Property User Code': '374001380'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4764,,14 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '374001429'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4765,,15 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '374001500'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4766,,16 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'Two Bedroom Flat, First Floor', 'Property User Code': '374001623'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4767,,17 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'Two Bedroom Flat, First Floor', 'Property User Code': '374001738'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4768,,18 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '374001801'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4769,,19 KEMPTON COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '374001916'}",Wimpey No-Fines,ISC,54.5344372,-1.5138579
4770,,2 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432000200'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4771,,3 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432000315'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4772,,4 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432000420'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4773,,5 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432000527'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4774,,6 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'Two Bedroom Flat, First Floor', 'Property User Code': '432000632'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4775,,7 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'Two Bedroom Flat, First Floor', 'Property User Code': '432000763'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4776,,8 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432000828'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4777,,9 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432000909'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4778,,10 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': 'Two Bedroom Flat, First Floor', 'Property User Code': '432001060'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4779,,11 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432001133'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4780,,12 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '432001230'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4781,,13 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '432001303'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4782,,14 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '432001400'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4783,,15 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '432001515'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4784,,16 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432001646'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4785,,17 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432001769'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4786,,18 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '432001832'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4787,,19 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '432001947'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4788,,20 MALLORY COURT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed House, Mid Terrace', 'Property User Code': '432002058'}",Wimpey No-Fines,ISC,54.5345387,-1.5155873
4789,,1 TWICKENHAM RISE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, End Terrace', 'Property User Code': '684000127'}",Wimpey No-Fines,ISC,,
4790,,2 TWICKENHAM RISE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '684000208'}",Wimpey No-Fines,ISC,,
4791,,3 TWICKENHAM RISE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '684000339'}",Wimpey No-Fines,ISC,,
4792,,4 TWICKENHAM RISE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '684000402'}",Wimpey No-Fines,ISC,,
4793,,5 TWICKENHAM RISE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '684000525'}",Wimpey No-Fines,ISC,,
4794,,6 TWICKENHAM RISE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '684000606'}",Wimpey No-Fines,ISC,,
4795,,7 TWICKENHAM RISE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '684000711'}",Wimpey No-Fines,ISC,,
4796,,8 TWICKENHAM RISE DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '2 Bed Bungalow, Mid Terrace', 'Property User Code': '684000818'}",Wimpey No-Fines,ISC,,
4797,,18 WHITE HART CRESCENT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '738001809'}",Wimpey No-Fines,ISC,54.533493,-1.5171746
4798,,20 WHITE HART CRESCENT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '738002017'}",Wimpey No-Fines,ISC,54.533493,-1.5171746
4799,,23 WHITE HART CRESCENT DARLINGTON,wimpey no fines,wimpey no fines,"{'House Type': '3 Bed House, Mid Terrace', 'Property User Code': '738002300'}",Wimpey No-Fines,ISC,54.533493,-1.5171746
4800,1555100100,1  BLACKBUSHE CLOSE  SOUTHAMPTON  SO16 8HH   ,wimpey,wimpey no fines,"{'Owner': ('SCC',)}",Wimpey No-Fines,ISC,50.9425402,-1.4468422379792916
4801,1555100400,4  BLACKBUSHE CLOSE  SOUTHAMPTON  SO16 8HH   ,wimpey,wimpey no fines,"{'Owner': ('SCC',)}",Wimpey No-Fines,ISC,50.94248155,-1.4470683877358463
4802,1555101000,10  BLACKBUSHE CLOSE  SOUTHAMPTON  SO16 8HH   ,wimpey,wimpey no fines,"{'Owner': ('SCC',)}",Wimpey No-Fines,ISC,50.9426309,-1.447577921864031
